"Category","Sub Category","Item","Done","Subtask","Subtask Done","Subtask Hidden","ASVS","Description","Tools","Links","Applicability","Sources","Tags","Priority","Hidden","Subcategory Notes"
"Session Management (v3)","Token-based","Application should use session tokens rather than static API keys/secrets","FALSE","","","","3.5.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Token-based","Stateless session tokens should use signatures or encryption to protect against tampering or replay","FALSE","","","","3.5.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","JWT","JWT issues (weak key, alg:None, sensitive information etc)","FALSE","","","","-","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Reauthentication from Federation","Relaying parties should specify maximum authentication time to Credential Service Providers + should reauth user if","FALSE","","","","3.6.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Reauthentication from Federation","Credential Service Providers inform RPs of last auth event","FALSE","","","","3.6.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Defenses Against Session Management Exploits","App ensures a full valid login before allowing sensitive transactions/account modifications (e.g. pre-MFA changes)","FALSE","","","","3.7.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Session token & cookie configuration","Cookie attributes & scoping (Secure, HttpOnly, SameSite, Path/Domain, __Host-/__Secure-)","FALSE","","FALSE","FALSE","ASVS v5 V3.3 Cookie Setup; V7.* session protections","Ensure session cookies are set with Secure and HttpOnly, use an appropriate SameSite policy (Strict/Lax for browser-based sessions; None only when cross-site flows are strictly required and TLS is enforced), and are narrowly scoped by Path/Domain. Prefer __Host- cookies (no Domain, Path=/, Secure) to prevent subdomain abuse. Session identifiers must not be set/read via JavaScript unless there is a compelling, documented reason.","Burp Proxy (inspect Set-Cookie); Chrome/Firefox DevTools (Application/Storage → Cookies); ZAP HUD; Nuclei templates (cookie flags);","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/02-Testing_for_Cookies_Attributes;https://developer.mozilla.org/en-US/docs/Web/Security/Practical_implementation_guides/Cookies;https://scotthelme.co.uk/content/files/2025/06/OWASP_Application_Security_Verification_Standard_5.0.0_en.pdf","N/A if the application is strictly token-in-header (Authorization: Bearer) with no cookies set by the app AND CORS is locked down (no credentialed cross-site requests). Otherwise applicable.","WSTG-SESS-02; MDN Cookie Security; ASVS 5.0 cookie setup guidance","session cookies browser burp zap wstg","3","FALSE",""
"Session Management (v3)","Session token & cookie configuration","Cookie attributes & scoping (Secure, HttpOnly, SameSite, Path/Domain, __Host-/__Secure-)","FALSE","","FALSE","FALSE","ASVS v5 V3.3 Cookie Setup; V7.* session protections","Ensure session cookies are set with Secure and HttpOnly, use an appropriate SameSite policy (Strict/Lax for browser-based sessions; None only when cross-site flows are strictly required and TLS is enforced), and are narrowly scoped by Path/Domain. Prefer __Host- cookies (no Domain, Path=/, Secure) to prevent subdomain abuse. Session identifiers must not be set/read via JavaScript unless there is a compelling, documented reason.","Burp Proxy (inspect Set-Cookie); Chrome/Firefox DevTools (Application/Storage → Cookies); ZAP HUD; Nuclei templates (cookie flags);","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/02-Testing_for_Cookies_Attributes;https://developer.mozilla.org/en-US/docs/Web/Security/Practical_implementation_guides/Cookies;https://scotthelme.co.uk/content/files/2025/06/OWASP_Application_Security_Verification_Standard_5.0.0_en.pdf","N/A if the application is strictly token-in-header (Authorization: Bearer) with no cookies set by the app AND CORS is locked down (no credentialed cross-site requests). Otherwise applicable.","WSTG-SESS-02; MDN Cookie Security; ASVS 5.0 cookie setup guidance","session cookies browser burp zap wstg","3","FALSE",""
"Session Management (v3)","Session token & cookie configuration","Cookie attributes & scoping (Secure, HttpOnly, SameSite, Path/Domain, __Host-/__Secure-)","FALSE","","FALSE","FALSE","ASVS v5 V3.3 Cookie Setup; V7.* session protections","Ensure session cookies are set with Secure and HttpOnly, use an appropriate SameSite policy (Strict/Lax for browser-based sessions; None only when cross-site flows are strictly required and TLS is enforced), and are narrowly scoped by Path/Domain. Prefer __Host- cookies (no Domain, Path=/, Secure) to prevent subdomain abuse. Session identifiers must not be set/read via JavaScript unless there is a compelling, documented reason.","Burp Proxy (inspect Set-Cookie); Chrome/Firefox DevTools (Application/Storage → Cookies); ZAP HUD; Nuclei templates (cookie flags);","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/02-Testing_for_Cookies_Attributes;https://developer.mozilla.org/en-US/docs/Web/Security/Practical_implementation_guides/Cookies;https://scotthelme.co.uk/content/files/2025/06/OWASP_Application_Security_Verification_Standard_5.0.0_en.pdf","N/A if the application is strictly token-in-header (Authorization: Bearer) with no cookies set by the app AND CORS is locked down (no credentialed cross-site requests). Otherwise applicable.","WSTG-SESS-02; MDN Cookie Security; ASVS 5.0 cookie setup guidance","session cookies browser burp zap wstg","3","FALSE",""
"Session Management (v3)","Session token & cookie configuration","Cookie attributes & scoping (Secure, HttpOnly, SameSite, Path/Domain, __Host-/__Secure-)","FALSE","","FALSE","FALSE","ASVS v5 V3.3 Cookie Setup; V7.* session protections","Ensure session cookies are set with Secure and HttpOnly, use an appropriate SameSite policy (Strict/Lax for browser-based sessions; None only when cross-site flows are strictly required and TLS is enforced), and are narrowly scoped by Path/Domain. Prefer __Host- cookies (no Domain, Path=/, Secure) to prevent subdomain abuse. Session identifiers must not be set/read via JavaScript unless there is a compelling, documented reason.","Burp Proxy (inspect Set-Cookie); Chrome/Firefox DevTools (Application/Storage → Cookies); ZAP HUD; Nuclei templates (cookie flags);","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/02-Testing_for_Cookies_Attributes;https://developer.mozilla.org/en-US/docs/Web/Security/Practical_implementation_guides/Cookies;https://scotthelme.co.uk/content/files/2025/06/OWASP_Application_Security_Verification_Standard_5.0.0_en.pdf","N/A if the application is strictly token-in-header (Authorization: Bearer) with no cookies set by the app AND CORS is locked down (no credentialed cross-site requests). Otherwise applicable.","WSTG-SESS-02; MDN Cookie Security; ASVS 5.0 cookie setup guidance","session cookies browser burp zap wstg","3","FALSE",""
"Session Management (v3)","Session token & cookie configuration","Cookie attributes & scoping (Secure, HttpOnly, SameSite, Path/Domain, __Host-/__Secure-)","FALSE","","FALSE","FALSE","ASVS v5 V3.3 Cookie Setup; V7.* session protections","Ensure session cookies are set with Secure and HttpOnly, use an appropriate SameSite policy (Strict/Lax for browser-based sessions; None only when cross-site flows are strictly required and TLS is enforced), and are narrowly scoped by Path/Domain. Prefer __Host- cookies (no Domain, Path=/, Secure) to prevent subdomain abuse. Session identifiers must not be set/read via JavaScript unless there is a compelling, documented reason.","Burp Proxy (inspect Set-Cookie); Chrome/Firefox DevTools (Application/Storage → Cookies); ZAP HUD; Nuclei templates (cookie flags);","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/02-Testing_for_Cookies_Attributes;https://developer.mozilla.org/en-US/docs/Web/Security/Practical_implementation_guides/Cookies;https://scotthelme.co.uk/content/files/2025/06/OWASP_Application_Security_Verification_Standard_5.0.0_en.pdf","N/A if the application is strictly token-in-header (Authorization: Bearer) with no cookies set by the app AND CORS is locked down (no credentialed cross-site requests). Otherwise applicable.","WSTG-SESS-02; MDN Cookie Security; ASVS 5.0 cookie setup guidance","session cookies browser burp zap wstg","3","FALSE",""
"Session Management (v3)","Session token & cookie configuration","No session tokens in URLs/HTML/storage; prevent leakage via caching and referrers","FALSE","","FALSE","FALSE","ASVS v5 V7 (session safety) & V3 (frontend cache controls)","Session IDs must never appear in URLs, HTML, logs, or client storage where they can leak via Referer headers, browser history, or shared caches. Responses containing secrets should be served with appropriate cache controls (e.g., Cache-Control: no-store).","Burp (Proxy/Logger → search for session values); ZAP; Grep server logs for patterns;","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/04-Testing_for_Exposed_Session_Variables;https://owasp.org/www-project-web-security-testing-guide/stable/","Applicable to all web apps with sessions; N/A only if the app is fully stateless and never issues or persists any session/token-like values.","WSTG-SESS-04; WSTG stable index","session cookies cache referrer logging","3","FALSE",""
"Session Management (v3)","Session token & cookie configuration","No session tokens in URLs/HTML/storage; prevent leakage via caching and referrers","FALSE","","FALSE","FALSE","ASVS v5 V7 (session safety) & V3 (frontend cache controls)","Session IDs must never appear in URLs, HTML, logs, or client storage where they can leak via Referer headers, browser history, or shared caches. Responses containing secrets should be served with appropriate cache controls (e.g., Cache-Control: no-store).","Burp (Proxy/Logger → search for session values); ZAP; Grep server logs for patterns;","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/04-Testing_for_Exposed_Session_Variables;https://owasp.org/www-project-web-security-testing-guide/stable/","Applicable to all web apps with sessions; N/A only if the app is fully stateless and never issues or persists any session/token-like values.","WSTG-SESS-04; WSTG stable index","session cookies cache referrer logging","3","FALSE",""
"Session Management (v3)","Session token & cookie configuration","No session tokens in URLs/HTML/storage; prevent leakage via caching and referrers","FALSE","","FALSE","FALSE","ASVS v5 V7 (session safety) & V3 (frontend cache controls)","Session IDs must never appear in URLs, HTML, logs, or client storage where they can leak via Referer headers, browser history, or shared caches. Responses containing secrets should be served with appropriate cache controls (e.g., Cache-Control: no-store).","Burp (Proxy/Logger → search for session values); ZAP; Grep server logs for patterns;","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/04-Testing_for_Exposed_Session_Variables;https://owasp.org/www-project-web-security-testing-guide/stable/","Applicable to all web apps with sessions; N/A only if the app is fully stateless and never issues or persists any session/token-like values.","WSTG-SESS-04; WSTG stable index","session cookies cache referrer logging","3","FALSE",""
"Session Management (v3)","Session identifier strength & rotation","Token randomness (analyze with Burp Sequencer)","FALSE","","FALSE","FALSE","ASVS v5 V7.* Token strength/randomness","Session tokens must be unpredictable. Capture many tokens and assess entropy using statistical tests. Low randomness increases hijacking risk.","Burp Sequencer (live capture + analysis);","https://portswigger.net/burp/documentation/desktop/testing-workflow/session-management/analyzing-session-token-generation;https://portswigger.net/burp/documentation/desktop/tools/sequencer","Applicable when the app issues tokens (cookies, anti-CSRF tokens, password-reset tokens). N/A for systems that do not issue session-like values.","PortSwigger Sequencer docs","session entropy burp sequencer","3","FALSE",""
"Session Management (v3)","Session identifier strength & rotation","Token randomness (analyze with Burp Sequencer)","FALSE","","FALSE","FALSE","ASVS v5 V7.* Token strength/randomness","Session tokens must be unpredictable. Capture many tokens and assess entropy using statistical tests. Low randomness increases hijacking risk.","Burp Sequencer (live capture + analysis);","https://portswigger.net/burp/documentation/desktop/testing-workflow/session-management/analyzing-session-token-generation;https://portswigger.net/burp/documentation/desktop/tools/sequencer","Applicable when the app issues tokens (cookies, anti-CSRF tokens, password-reset tokens). N/A for systems that do not issue session-like values.","PortSwigger Sequencer docs","session entropy burp sequencer","3","FALSE",""
"Session Management (v3)","Session identifier strength & rotation","Token randomness (analyze with Burp Sequencer)","FALSE","","FALSE","FALSE","ASVS v5 V7.* Token strength/randomness","Session tokens must be unpredictable. Capture many tokens and assess entropy using statistical tests. Low randomness increases hijacking risk.","Burp Sequencer (live capture + analysis);","https://portswigger.net/burp/documentation/desktop/testing-workflow/session-management/analyzing-session-token-generation;https://portswigger.net/burp/documentation/desktop/tools/sequencer","Applicable when the app issues tokens (cookies, anti-CSRF tokens, password-reset tokens). N/A for systems that do not issue session-like values.","PortSwigger Sequencer docs","session entropy burp sequencer","3","FALSE",""
"Session Management (v3)","Session identifier strength & rotation","Session fixation resistance (rotate on auth & privilege change)","FALSE","","FALSE","FALSE","ASVS v5 V7.2 (token issuance/rotation on auth)","A new session identifier MUST be issued after successful authentication and on privilege elevation to prevent fixation and privilege splicing.","Burp (Proxy/Comparer) to confirm cookie value changes at login and after role change.","https://owasp.org/www-project-web-security-testing-guide/v41/4-Web_Application_Security_Testing/06-Session_Management_Testing/03-Testing_for_Session_Fixation;https://scotthelme.co.uk/content/files/2025/06/OWASP_Application_Security_Verification_Standard_5.0.0_en.pdf","Applicable to any authenticated experience.","WSTG-SESS-03; ASVS 5.0","session rotation fixation burp wstg","3","FALSE",""
"Session Management (v3)","Session identifier strength & rotation","Session fixation resistance (rotate on auth & privilege change)","FALSE","","FALSE","FALSE","ASVS v5 V7.2 (token issuance/rotation on auth)","A new session identifier MUST be issued after successful authentication and on privilege elevation to prevent fixation and privilege splicing.","Burp (Proxy/Comparer) to confirm cookie value changes at login and after role change.","https://owasp.org/www-project-web-security-testing-guide/v41/4-Web_Application_Security_Testing/06-Session_Management_Testing/03-Testing_for_Session_Fixation;https://scotthelme.co.uk/content/files/2025/06/OWASP_Application_Security_Verification_Standard_5.0.0_en.pdf","Applicable to any authenticated experience.","WSTG-SESS-03; ASVS 5.0","session rotation fixation burp wstg","3","FALSE",""
"Session Management (v3)","Session identifier strength & rotation","Session fixation resistance (rotate on auth & privilege change)","FALSE","","FALSE","FALSE","ASVS v5 V7.2 (token issuance/rotation on auth)","A new session identifier MUST be issued after successful authentication and on privilege elevation to prevent fixation and privilege splicing.","Burp (Proxy/Comparer) to confirm cookie value changes at login and after role change.","https://owasp.org/www-project-web-security-testing-guide/v41/4-Web_Application_Security_Testing/06-Session_Management_Testing/03-Testing_for_Session_Fixation;https://scotthelme.co.uk/content/files/2025/06/OWASP_Application_Security_Verification_Standard_5.0.0_en.pdf","Applicable to any authenticated experience.","WSTG-SESS-03; ASVS 5.0","session rotation fixation burp wstg","3","FALSE",""
"Session Management (v3)","Lifecycle & termination","Logout invalidation (server-side) & single sign-out","FALSE","","FALSE","FALSE","ASVS v5 V7.4 (termination)","Logging out must invalidate the server-side session and any refresh tokens. Reusing the old token must fail. In SSO, sign-out should propagate as appropriate.","Burp (Repeater) to replay old cookies; browser tests; CSRF PoC generator to probe state‑changing actions post-logout;","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/06-Testing_for_Logout_Functionality","Applicable to all apps that expose a logout or session end.","WSTG-SESS-06","session logout invalidate burp wstg","3","FALSE",""
"Session Management (v3)","Lifecycle & termination","Logout invalidation (server-side) & single sign-out","FALSE","","FALSE","FALSE","ASVS v5 V7.4 (termination)","Logging out must invalidate the server-side session and any refresh tokens. Reusing the old token must fail. In SSO, sign-out should propagate as appropriate.","Burp (Repeater) to replay old cookies; browser tests; CSRF PoC generator to probe state‑changing actions post-logout;","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/06-Testing_for_Logout_Functionality","Applicable to all apps that expose a logout or session end.","WSTG-SESS-06","session logout invalidate burp wstg","3","FALSE",""
"Session Management (v3)","Lifecycle & termination","Idle & absolute timeouts","FALSE","","FALSE","FALSE","ASVS v5 V7.3 (expiration/timeouts)","Enforce an inactivity (idle) timeout and a maximum (absolute) lifetime. Tokens beyond either threshold must become unusable.","Manual timing with Burp/Browser; automation where possible.","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/07-Testing_Session_Timeout","Applicable for user sessions. N/A for short-lived, one-off signed URLs where no server-side session exists.","WSTG-SESS-07","session timeout idle absolute wstg","3","FALSE",""
"Session Management (v3)","Lifecycle & termination","Idle & absolute timeouts","FALSE","","FALSE","FALSE","ASVS v5 V7.3 (expiration/timeouts)","Enforce an inactivity (idle) timeout and a maximum (absolute) lifetime. Tokens beyond either threshold must become unusable.","Manual timing with Burp/Browser; automation where possible.","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/07-Testing_Session_Timeout","Applicable for user sessions. N/A for short-lived, one-off signed URLs where no server-side session exists.","WSTG-SESS-07","session timeout idle absolute wstg","3","FALSE",""
"Session Management (v3)","Lifecycle & termination","Idle & absolute timeouts","FALSE","","FALSE","FALSE","ASVS v5 V7.3 (expiration/timeouts)","Enforce an inactivity (idle) timeout and a maximum (absolute) lifetime. Tokens beyond either threshold must become unusable.","Manual timing with Burp/Browser; automation where possible.","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/07-Testing_Session_Timeout","Applicable for user sessions. N/A for short-lived, one-off signed URLs where no server-side session exists.","WSTG-SESS-07","session timeout idle absolute wstg","3","FALSE",""
"Session Management (v3)","Lifecycle & termination","Concurrent session policy","FALSE","","FALSE","FALSE","ASVS v5 V7.1.2 (document/limit concurrent sessions)","Define and enforce whether multiple active sessions per user are allowed, capped, and revocable (e.g., a ‘sessions’ page to view/kill sessions).","Multi-browser/device testing; Burp to replay cookies from different clients.","https://owasp.org/www-project-web-security-testing-guide/latest/4-Web_Application_Security_Testing/06-Session_Management_Testing/11-Testing_for_Concurrent_Sessions;https://scotthelme.co.uk/content/files/2025/06/OWASP_Application_Security_Verification_Standard_5.0.0_en.pdf","N/A if the platform explicitly supports only one ephemeral session (e.g., device‑bound flow) and enforces this.","WSTG-SESS-11; ASVS 5.0","session concurrency policy wstg","2","FALSE",""
"Session Management (v3)","Lifecycle & termination","Concurrent session policy","FALSE","","FALSE","FALSE","ASVS v5 V7.1.2 (document/limit concurrent sessions)","Define and enforce whether multiple active sessions per user are allowed, capped, and revocable (e.g., a ‘sessions’ page to view/kill sessions).","Multi-browser/device testing; Burp to replay cookies from different clients.","https://owasp.org/www-project-web-security-testing-guide/latest/4-Web_Application_Security_Testing/06-Session_Management_Testing/11-Testing_for_Concurrent_Sessions;https://scotthelme.co.uk/content/files/2025/06/OWASP_Application_Security_Verification_Standard_5.0.0_en.pdf","N/A if the platform explicitly supports only one ephemeral session (e.g., device‑bound flow) and enforces this.","WSTG-SESS-11; ASVS 5.0","session concurrency policy wstg","2","FALSE",""
"Session Management (v3)","Lifecycle & termination","Concurrent session policy","FALSE","","FALSE","FALSE","ASVS v5 V7.1.2 (document/limit concurrent sessions)","Define and enforce whether multiple active sessions per user are allowed, capped, and revocable (e.g., a ‘sessions’ page to view/kill sessions).","Multi-browser/device testing; Burp to replay cookies from different clients.","https://owasp.org/www-project-web-security-testing-guide/latest/4-Web_Application_Security_Testing/06-Session_Management_Testing/11-Testing_for_Concurrent_Sessions;https://scotthelme.co.uk/content/files/2025/06/OWASP_Application_Security_Verification_Standard_5.0.0_en.pdf","N/A if the platform explicitly supports only one ephemeral session (e.g., device‑bound flow) and enforces this.","WSTG-SESS-11; ASVS 5.0","session concurrency policy wstg","2","FALSE",""
"Session Management (v3)","JWT / self-contained tokens","JWT correctness (alg/keys/claims/expiry) & library safety","FALSE","","FALSE","FALSE","ASVS v5 V1.2/V1.3 (encoding/sanitization ordering) and V7.* (session/token handling) as applicable","Disable ‘alg=none’; require strong algorithms (e.g., RS256/ES256 with proper keys), validate iss/aud/exp/nbf, keep expiries short, and verify library versions against known flaws. Refresh tokens must be bound and revocable.","Burp JWT Editor / JWT4B; decode/verify with CLI libs;","https://owasp.org/www-project-web-security-testing-guide/latest/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens;https://cheatsheetseries.owasp.org/cheatsheets/JSON_Web_Token_for_Java_Cheat_Sheet.html","Applicable whenever JWTs are used (cookies or Authorization header).","WSTG-SESS-10; OWASP JWT Cheat Sheet; Burp JWT Editor","jwt tokens burp libraries","3","FALSE",""
"Session Management (v3)","JWT / self-contained tokens","JWT correctness (alg/keys/claims/expiry) & library safety","FALSE","","FALSE","FALSE","ASVS v5 V1.2/V1.3 (encoding/sanitization ordering) and V7.* (session/token handling) as applicable","Disable ‘alg=none’; require strong algorithms (e.g., RS256/ES256 with proper keys), validate iss/aud/exp/nbf, keep expiries short, and verify library versions against known flaws. Refresh tokens must be bound and revocable.","Burp JWT Editor / JWT4B; decode/verify with CLI libs;","https://owasp.org/www-project-web-security-testing-guide/latest/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens;https://cheatsheetseries.owasp.org/cheatsheets/JSON_Web_Token_for_Java_Cheat_Sheet.html","Applicable whenever JWTs are used (cookies or Authorization header).","WSTG-SESS-10; OWASP JWT Cheat Sheet; Burp JWT Editor","jwt tokens burp libraries","3","FALSE",""
"Session Management (v3)","JWT / self-contained tokens","JWT correctness (alg/keys/claims/expiry) & library safety","FALSE","","FALSE","FALSE","ASVS v5 V1.2/V1.3 (encoding/sanitization ordering) and V7.* (session/token handling) as applicable","Disable ‘alg=none’; require strong algorithms (e.g., RS256/ES256 with proper keys), validate iss/aud/exp/nbf, keep expiries short, and verify library versions against known flaws. Refresh tokens must be bound and revocable.","Burp JWT Editor / JWT4B; decode/verify with CLI libs;","https://owasp.org/www-project-web-security-testing-guide/latest/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens;https://cheatsheetseries.owasp.org/cheatsheets/JSON_Web_Token_for_Java_Cheat_Sheet.html","Applicable whenever JWTs are used (cookies or Authorization header).","WSTG-SESS-10; OWASP JWT Cheat Sheet; Burp JWT Editor","jwt tokens burp libraries","3","FALSE",""
"Session Management (v3)","JWT / self-contained tokens","Token storage & CSRF trade‑offs","FALSE","","FALSE","FALSE","ASVS v5 V1/V2 (encoding/validation) & V7 (session)","If JWTs live in cookies, enforce SameSite and HttpOnly and protect state‑changing requests against CSRF. If stored in web storage, you reduce CSRF risk but increase XSS impact—ensure strong XSS defenses. Many systems keep access tokens in memory and use HttpOnly cookies only for refresh tokens.","Browser DevTools; Burp;","https://cheatsheetseries.owasp.org/cheatsheets/Cross_Site_Scripting_Prevention_Cheat_Sheet.html;https://cheatsheetseries.owasp.org/cheatsheets/Cross-Site_Request_Forgery_Prevention_Cheat_Sheet.html;https://developer.mozilla.org/en-US/docs/Web/Security/Practical_implementation_guides/Cookies","Applicable when JWTs or similar tokens are present.","OWASP XSS & CSRF Cheat Sheets; MDN Cookie Security","jwt csrf xss cookies storage","2","FALSE",""
"Session Management (v3)","JWT / self-contained tokens","Token storage & CSRF trade‑offs","FALSE","","FALSE","FALSE","ASVS v5 V1/V2 (encoding/validation) & V7 (session)","If JWTs live in cookies, enforce SameSite and HttpOnly and protect state‑changing requests against CSRF. If stored in web storage, you reduce CSRF risk but increase XSS impact—ensure strong XSS defenses. Many systems keep access tokens in memory and use HttpOnly cookies only for refresh tokens.","Browser DevTools; Burp;","https://cheatsheetseries.owasp.org/cheatsheets/Cross_Site_Scripting_Prevention_Cheat_Sheet.html;https://cheatsheetseries.owasp.org/cheatsheets/Cross-Site_Request_Forgery_Prevention_Cheat_Sheet.html;https://developer.mozilla.org/en-US/docs/Web/Security/Practical_implementation_guides/Cookies","Applicable when JWTs or similar tokens are present.","OWASP XSS & CSRF Cheat Sheets; MDN Cookie Security","jwt csrf xss cookies storage","2","FALSE",""
"Session Management (v3)","JWT / self-contained tokens","Token storage & CSRF trade‑offs","FALSE","","FALSE","FALSE","ASVS v5 V1/V2 (encoding/validation) & V7 (session)","If JWTs live in cookies, enforce SameSite and HttpOnly and protect state‑changing requests against CSRF. If stored in web storage, you reduce CSRF risk but increase XSS impact—ensure strong XSS defenses. Many systems keep access tokens in memory and use HttpOnly cookies only for refresh tokens.","Browser DevTools; Burp;","https://cheatsheetseries.owasp.org/cheatsheets/Cross_Site_Scripting_Prevention_Cheat_Sheet.html;https://cheatsheetseries.owasp.org/cheatsheets/Cross-Site_Request_Forgery_Prevention_Cheat_Sheet.html;https://developer.mozilla.org/en-US/docs/Web/Security/Practical_implementation_guides/Cookies","Applicable when JWTs or similar tokens are present.","OWASP XSS & CSRF Cheat Sheets; MDN Cookie Security","jwt csrf xss cookies storage","2","FALSE",""
"Session Management (v3)","CSRF protections","Anti‑CSRF for all state‑changing requests","FALSE","","FALSE","FALSE","ASVS v5 V3 & V7 (frontend/session) depending on architecture","State‑changing (unsafe) requests require a server‑validated anti‑CSRF control (synchronizer token, double submit, or framework‑built) and must check Origin/Referer when feasible. SameSite helps but is not a complete control.","Burp ‘Generate CSRF PoC’; CSRF Scanner (BApp);","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/05-Testing_for_Cross_Site_Request_Forgery;https://cheatsheetseries.owasp.org/cheatsheets/Cross-Site_Request_Forgery_Prevention_Cheat_Sheet.html;https://portswigger.net/burp/documentation/desktop/tools/engagement-tools/generate-csrf-poc","N/A only if the app never uses cookies/HTTP auth for ambient authority and all sensitive endpoints require explicitly supplied per‑request tokens/headers with CORS locked down.","WSTG-SESS-05; CSRF Cheat Sheet; Burp CSRF PoC","csrf burp tokens wstg","3","FALSE",""
"Session Management (v3)","CSRF protections","Anti‑CSRF for all state‑changing requests","FALSE","","FALSE","FALSE","ASVS v5 V3 & V7 (frontend/session) depending on architecture","State‑changing (unsafe) requests require a server‑validated anti‑CSRF control (synchronizer token, double submit, or framework‑built) and must check Origin/Referer when feasible. SameSite helps but is not a complete control.","Burp ‘Generate CSRF PoC’; CSRF Scanner (BApp);","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/05-Testing_for_Cross_Site_Request_Forgery;https://cheatsheetseries.owasp.org/cheatsheets/Cross-Site_Request_Forgery_Prevention_Cheat_Sheet.html;https://portswigger.net/burp/documentation/desktop/tools/engagement-tools/generate-csrf-poc","N/A only if the app never uses cookies/HTTP auth for ambient authority and all sensitive endpoints require explicitly supplied per‑request tokens/headers with CORS locked down.","WSTG-SESS-05; CSRF Cheat Sheet; Burp CSRF PoC","csrf burp tokens wstg","3","FALSE",""
"Session Management (v3)","CSRF protections","Anti‑CSRF for all state‑changing requests","FALSE","","FALSE","FALSE","ASVS v5 V3 & V7 (frontend/session) depending on architecture","State‑changing (unsafe) requests require a server‑validated anti‑CSRF control (synchronizer token, double submit, or framework‑built) and must check Origin/Referer when feasible. SameSite helps but is not a complete control.","Burp ‘Generate CSRF PoC’; CSRF Scanner (BApp);","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/05-Testing_for_Cross_Site_Request_Forgery;https://cheatsheetseries.owasp.org/cheatsheets/Cross-Site_Request_Forgery_Prevention_Cheat_Sheet.html;https://portswigger.net/burp/documentation/desktop/tools/engagement-tools/generate-csrf-poc","N/A only if the app never uses cookies/HTTP auth for ambient authority and all sensitive endpoints require explicitly supplied per‑request tokens/headers with CORS locked down.","WSTG-SESS-05; CSRF Cheat Sheet; Burp CSRF PoC","csrf burp tokens wstg","3","FALSE",""
"Session Management (v3)","Advanced session risks","Session puzzling / overloading","FALSE","","FALSE","FALSE","ASVS v5 V7 (session state) and V2/V3 (logic/frontend) where relevant","Detect session variable overloading and flows that let an attacker set session context before authentication to bypass checks or escalate privileges.","Burp (Proxy/Repeater); code review (if available).","https://owasp.org/www-project-web-security-testing-guide/latest/4-Web_Application_Security_Testing/06-Session_Management_Testing/08-Testing_for_Session_Puzzling","Applicable to stateful apps with complex session context.","WSTG-SESS-08","session logic wstg","2","FALSE",""
