"Category","Sub Category","Item","Done","Subtask","Subtask Done","Subtask Hidden","ASVS","Description","Tools","Links","Applicability","Sources","Tags","Priority","Hidden","Subcategory Notes"
"Session Management (v3)","Reauthentication from Federation","Relaying parties should specify maximum authentication time to Credential Service Providers + should reauth user if","FALSE","Todo: Subtask","FALSE","FALSE","3.6.1","This refers to federated login (like SSO/OAuth/OIDC). When our app (relying party, RP) delegates auth to an Identity Provider (credential service provider, CSP), the RP should indicate to the IdP how fresh the authentication needs to be. For example, using OIDC parameter `max_age` to say “if the user last authenticated more than N minutes ago, force a re-login”. Also, if the IdP tells the RP that the last auth was long ago, the RP should enforce reauthentication for sensitive actions. Essentially, ensure that federated logins aren’t blindly accepted if stale. The RP should either request reauth after a timeout or have the IdP prompt the user again after a certain time. This prevents scenarios where a user stays logged in at the IdP for days and automatically logs into the RP without ever re-verifying credentials, which might be too lax for high-security apps.

Todo: Description","- **SSO Flow Analysis**: If the app uses SAML or OIDC for login, check the authentication requests. In OIDC, look for `max_age` parameter in the auth request the RP sends. If it's absent, that means by default the IdP could reuse a login indefinitely (depending on IdP config). If present, note the value (e.g., `max_age=3600` for one hour, meaning if last login at IdP >1h, user will be prompted again). In SAML, look for conditions like `ForceAuthn=true` or similar on the AuthnRequest. If the app is high-security, not using these might be a design issue.
- **Test Reauthentication**: If possible, log into the app via SSO, then remain idle until what you think the reauth policy should be (or simulate by fiddling with IdP session). Then try accessing a sensitive function. Does the app or IdP prompt for login again? If not, and if a long time has passed, maybe the RP isn’t enforcing any max age. For example, if you have an IdP session from yesterday and you log into the RP today and it doesn’t ask you to log in again at IdP, and the app itself doesn’t ask for a password, that might violate a stricter security requirement (depending on context). For test, sometimes you can include `max_age=0` manually to see if IdP forces login.
- **Claims Inspection**: In OIDC, the ID Token often has an `auth_time` claim (time the user last authenticated at IdP). Check if the RP is using it. Hard to see externally, but if you decode the ID token, you'll see `auth_time`. If the app never asks you to re-login even though `auth_time` is far in the past, they likely aren’t using it to enforce fresh login for sensitive actions.
- **Policy Check**: If this is a regulated or sensitive app, there might be a policy like “users must re-authenticate after 12 hours even if SSO”. Check documentation or ask about reauth requirements. If the app doesn’t align (no max_age set, never reauths), that’s a point to raise.

Todo: Tools","- **OWASP ASVS 4.2.4** – Talks about reauthentication requirements for sensitive transactions and suggests that federated setups should respect those (for instance, not letting an IdP’s long-lived session bypass an RP’s need for a fresh login).
- **NIST SP 800-63B Section 7.2.1** – Federation guidelines mention that RPs can request a fresh assertion or set a maximum acceptable authentication age. NIST suggests that high assurance sessions have limitations on reuse of old logins.
- **SAML/OIDC Best Practices** – Both protocols allow for forcing a new login. E.g., SAML’s `<AuthnRequest ForceAuthn=""true""/>` ensures IdP asks user to log in again. OIDC’s `max_age` and `prompt=login` do similarly. Best practice in security-critical apps is to use these for actions or periodically.

Todo: Links","Only applicable for applications using federated identity (SAML, OAuth2/OIDC, etc.). If not using that, mark N/A. Within that, it’s especially relevant if the IdP sessions are long and the app is sensitive. If the app is low-risk and users value seamless SSO more, they might intentionally not set this – but from a strict security view, lack of any reauth on federation can be noted. It’s more a design choice but ASVS seems to encourage it. So, use judgement based on app sensitivity.

Todo: Applicability","https://openid.net/specs/openid-connect-core-1_0.html#AuthRequest (see max_age), https://docs.oasis-open.org/security/saml/v2.0/saml-core-2.0-os.pdf (ForceAuthn in SAML AuthnRequest)

Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Reauthentication from Federation","Credential Service Providers inform RPs of last auth event","FALSE","Todo: Subtask","FALSE","FALSE","3.6.2","This item complements the previous one: The Identity Provider (Credential Service Provider, CSP) should communicate to the Relying Party (RP) the time of the user’s last authentication (often via an `auth_time` claim in OIDC or SessionIndex in SAML). The RP should use that information to decide if the current session is too old and require reauth. Essentially, ensure that in a federated login, the IdP is providing a timestamp of when it last verified the user (not just when the token was issued), and that the RP is aware of it. This helps the RP enforce its policies (like requiring re-login every X hours). Without it, the RP can’t know if the user has recently authenticated or if the IdP just silently used an old session. So, check that such info is present and (ideally) used.

Todo: Description","- **Token/Assertion Inspection**: For OIDC, decode the ID Token and look for the `auth_time` field. For SAML, in the SAML assertion, look at the `<AuthnStatement AuthnInstant=""..."">` which gives the timestamp of authentication. Verify these exist. If not present, the IdP may not be configured to include it (OIDC requires `max_age` request or specific config to always include auth_time if necessary). The presence of `auth_time` is good; absence might indicate the RP can’t enforce age rules (unless it always requires fresh login via prompt=login or something when needed).
- **RP Application Behavior**: Hard to directly test if RP uses auth_time, but if you have a scenario: log in via SSO, note the auth_time from token. If you reuse the SSO after a long time, does the application ask you to login again (implying it considered auth_time too old)? Possibly try to manipulate a scenario: If you can craft an ID token with a very old auth_time (not straightforward without signing keys, so likely no). Instead, rely on design knowledge: ask developers or see documentation if the RP has a setting like “maximum IdP session reuse duration”. If the IdP is under same company, check if they include auth_time by default.
- **NIST Compliance Inquiry**: If this is all derived from NIST guidelines, maybe the org has a statement like “Our IdP includes auth_time in tokens, and RPs enforce reauth after 12h”. If yes, verify if it’s happening. If tokens clearly have auth_time and the RP had the earlier logic, then likely they consider it.
- **Logging**: As a stretch, if you have access to logs (or maybe the JWT is stored in local storage or cookie), see if the application logs or records the auth_time anywhere. Unlikely though; usually it's internal.

Todo: Tools","- **NIST SP 800-63C** (Federation) – Recommends that IdPs provide the RP with the time of authentication and level of assurance so the RP can make informed decisions. `auth_time` in OIDC is directly from these guidelines for federation.
- **OWASP ASVS** – Touched on previous item: essentially if the RP sets max_age, the IdP must supply auth_time to comply. ASVS expects that interplay as part of secure session mgmt in federated scenario.
- **OIDC Core Spec** – The `auth_time` claim definition: if an RP requests it (or certain conditions), the IdP will include it. The RP can then use it to ensure the user authenticated recently enough.

Todo: Links","Again, only for federated login setups. If applicable, it's somewhat an implementation detail between IdP and RP, but it's a necessary piece for high security RPs. If the app is standalone or uses its own login, N/A. If using third-party IdP (like Google login for a low-risk app), usually Google will include auth_time by spec but the app may not care. It’s more critical for enterprise setups with compliance requirements. So apply accordingly.

Todo: Applicability","https://openid.net/specs/openid-connect-core-1_0.html#IDToken (auth_time claim), https://pages.nist.gov/800-63-3/sp800-63c.html#assertion

Todo: Sources","Todo: Tags","2","FALSE",""
"Session Management (v3)","Defenses Against Session Management Exploits","App ensures a full valid login before allowing sensitive transactions/account modifications (e.g. pre-MFA changes)","FALSE","Todo: Subtask","FALSE","FALSE","3.7.1","This means the application should require that the user has fully authenticated (and possibly re-authenticated) before performing highly sensitive actions, especially those that could be attempted by a partially authenticated or session-hijacked user. For example, some apps may have flows where part of the session is authenticated via a token link (like email verification) but not fully logged in – the app should ensure the user actually logs in or provides credentials before critical operations. Another angle: if the app uses MFA (multi-factor auth), ensure that the second factor was completed for sensitive actions (like changing password, editing account settings). Essentially, double-check that no sensitive function can be executed on a session that hasn’t gone through complete auth checks (username+password and MFA if applicable). This defends against session fixation or CSRF in flows before login is finalized.

Todo: Description","- **Workflow Analysis**: Identify if there are any multi-step auth processes. E.g., account recovery, email verification flows, or MFA enrollment steps. During those flows, see if any sensitive action can be done in parallel or by abusing the partially authenticated session. For instance, if you click a password reset link (which gives some session state often), does that session let you directly access account settings without logging in? It shouldn’t – you should only be able to reset password, nothing else.
- **MFA Checks**: If MFA is optional or only for certain actions, test performing a sensitive action without completing MFA. E.g., log in with just password (if app allows skipping MFA or it’s not enforced for all) and then try to change a security setting. Or if MFA is supposed to be enforced for that, see if it's possible to circumvent (like directly call the endpoint with the session that didn’t do MFA). The app should respond with “additional auth needed” if properly implemented.
- **Session States**: If the application has a concept of “partially logged in” (maybe after username+password but before OTP), ensure that state is tracked and sensitive operations check for “fully authenticated” flag. One can sometimes find clues in session or tokens (a claim like `amr` for authentication methods used). If your session cookie changes or gains attributes after MFA, that’s good. If not, and you can skip MFA for some action, that’s a hole.
- **Testing CSRF/Session Fixation together**: In some forgot-password flows, you can do session fixation: e.g., open a session, send password reset link to victim, if victim clicks, they might be logged in under a session you control but maybe not fully recognized as such by the app in some corner case. The app should require a fresh login after such flow or at least treat that session specially. Try odd sequences like using a token link, then browsing site as if logged in. If you find any weird access, that’s an issue.

Todo: Tools","- **OWASP ASVS 2.2.3 & 2.2.5** – These talk about requiring re-authentication or step-up auth for sensitive actions (like changing password or viewing sensitive data). It implies that just being “logged in” isn’t enough for certain actions – you might need to provide credentials again or have done MFA. The app should enforce full auth.
- **NIST 800-63B** – Recommends re-verification of user for sensitive transactions (e.g., prompt for password again or have recently logged-in check). It also says if a session hasn’t done MFA and the action requires it, the user must do MFA first.
- **OWASP Top 10 – A2 Broken Auth**: A partial session that can do things as if fully auth’d would be considered a broken auth scenario. Ensuring full valid login (including all factors) before critical changes is a measure to counter that.

Todo: Links","Applies to applications with multi-step auth (MFA, password resets, email verification links) or particularly sensitive features (changing email, password, downloading personal data, etc.). If the app is basic and once you’re logged in with password you have no second factor or partial states, then main thing is maybe requiring password again for critical actions. That’s common in financial or high-security apps (e.g., “enter your password to confirm this transfer”). If the app has none of those flows or second factors, this may be less applicable. Still, any sensitive function might ideally have a reauth; check if that’s expected. Otherwise, if not in design, not applicable as a “lack” unless risk demands it.

Todo: Applicability","https://owasp.org/ASVS/Authentication_Verification_Requirements#v223-mfa-before-sensitive-operations, https://pages.nist.gov/800-63-3/sp800-63b.html#reauthentication

Todo: Sources","Todo: Tags","2","FALSE",""
"Authentication Verification Requirements (V2)","General","Passwords should be 8 chars minimum (OWASP says 12 but we ignore that in favour of NCSC)","FALSE","","","","2.1.1","Ensure the application enforces a reasonable minimum password length. OWASP ASVS recommends 12 characters:contentReference[oaicite:53]{index=53}, but following NIST/NCSC guidelines 8 characters is an acceptable minimum. Short passwords are easily crackable, so any password shorter than 8 should be rejected.","Manual steps: Attempt to create or change a password with fewer than 8 characters (e.g. 'Abcd123'). Observe if the application rejects it with an appropriate error.; If the UI prevents short passwords (client-side), bypass it by intercepting the request (using Burp) and reducing the password length to 5-6 chars to see if server-side validation catches it.; Review any password policy documentation or error messages: ensure they explicitly mention a minimum length >= 8. Tools: Burp Suite (Intruder), Nuclei Combo: Included in **Password Policy Pack**: also test max length, allowed chars, etc., in one sequence. E.g., attempt '1234567' (7 chars) – expect failure; then '12345678' – expect success, confirming the 8-char rule.","- **OWASP WSTG** – Weak Password Policy: recommends enforcing minimum length to resist brute force:contentReference[oaicite:54]{index=54}:contentReference[oaicite:55]{index=55}.
- **NIST SP 800-63B** – Memorized secret length MUST be at least 8 characters:contentReference[oaicite:56]{index=56} (NIST’s modern guidance).","Relevant for any system with password-based authentication. Mark N/A only if the application does NOT use passwords at all (e.g., completely passwordless or external auth only). If external IdP is used but local passwords aren’t, this would be N/A for the app (though the IdP’s policy should be checked separately).","https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/04-Authentication_Testing/07-Testing_for_Weak_Password_Policy; https://pages.nist.gov/800-63-3/sp800-63b.html","","2","FALSE",""
"Authentication Verification Requirements (V2)","General","Passwords 64 chars or longer should be accepted","FALSE","","","","2.1.2","The application should allow very long passwords (at least up to 64 characters). This enables use of passphrases and ensures not truncating user input. Disallowing long passwords or truncating them can weaken security (and frustrate users with password managers).","Manual steps: Try setting a very long password (e.g., a 70-100 character passphrase). Confirm it can be set without error and you can subsequently log in with it.; Check if any truncation occurs: after setting a long password, attempt login with only the first 64 characters vs the full password to see if the app truncated it on save (if the first 64 work but the full doesn’t, or vice versa, that’s an issue).; Observe UI behavior: Some apps might artificially limit input length via the form. If you encounter a max length on the password field (e.g., it stops accepting input after 20 chars), note it and attempt to bypass by editing the HTML or intercepting the request to supply a longer value. Tools: Browser DevTools / Burp Proxy, Custom Script Combo: Part of the **Password Policy Pack**: after minimum length test, continue by testing increasingly long passwords (e.g., 20, 50, 64, 80 chars) to ensure the app doesn’t reject them or cut them off. Combine with allowed character tests by making these long passwords include spaces or unicode if possible.","- **OWASP ASVS 4.0.3** – V2.1.2: Requires passwords up to at least 64 chars be permitted:contentReference[oaicite:59]{index=59}.
- **NIST SP 800-63B** – Advises allowing at least 64 characters (no arbitrary max length):contentReference[oaicite:60]{index=60}.","Applicable whenever users create passwords. Mark N/A only if the application does not have user-managed passwords at all. Even if using federated login, if a local password exists (e.g., for fallback or admin) this check applies. If the app has an explicit design reason to limit length (rare), it should still allow at least 64; otherwise it’s a security issue, not N/A.","https://raw.githubusercontent.com/OWASP/ASVS/4.0.3/4.0/en/0x20-V2-Authentication.md; https://pages.nist.gov/800-63-3/sp800-63b.html","","2","FALSE",""
"Authentication Verification Requirements (V2)","General","Passwords should be able to contain spaces and not be truncated","FALSE","","","","2.1.3","Passwords should accept whitespace characters (spaces) as valid input and handle them correctly (no trimming or truncating). Users may use passphrases with spaces. The system should not remove leading/trailing spaces or cut off the password at a space, as this effectively changes the user’s input.","Manual steps: Attempt to set a password with spaces, e.g. ""Correct Horse Battery Staple"" (include a leading or trailing space as well to test trimming). Verify the application accepts it and you can log in using the exact same spacing.; Test edge: include multiple consecutive spaces (""Password  with  double  spaces"") and see if they are preserved. After setting such a password, try logging in with one space versus two to see if the app accidentally collapsed them.; Check for trimming: set a password with a space at the beginning or end (if UI allows) – after setting, try logging in without the space or with it to deduce if it was trimmed on storage or comparison. Tools: Burp Proxy, Custom Login Script Combo: This test is part of checking password character allowances (in the **Password Policy Pack**). Combine it with tests for unicode characters: e.g., set a passphrase with spaces and an emoji to cover multiple requirements in one go.","- **NIST SP 800-63B** – Allows all ASCII, including space, and forbids truncation:contentReference[oaicite:63]{index=63}.
- **OWASP Cheat Sheet** – Passwords should be handled as entered; trimming can weaken or alter user-chosen secrets:contentReference[oaicite:64]{index=64} (implied by NIST guidance to count every character, incl. spaces).","Applies to any password-based authentication. N/A only if no passwords are used. (Even PINs could have spaces theoretically, though usually not.) Most modern systems should allow spaces; if one doesn’t, it’s usually considered a design flaw rather than a reason for N/A.","https://pages.nist.gov/800-63-3/sp800-63b.html","","2","FALSE",""
"Authentication Verification Requirements (V2)","General","Passwords should be able to contain unicode characters","FALSE","","","","2.1.4","Users should be allowed to include Unicode characters (non-ASCII, like ü, 世界, or even emoji) in passwords. This increases the pool of characters (potentially improving entropy) and is important for internationalization. The application must handle multi-byte characters properly and not restrict passwords to just A-Z letters or digits.","Manual steps: Choose a test password with various Unicode characters (e.g., ""Pässw🔑rd東京"" — contains an umlaut, an emoji, and non-Latin characters). Attempt to set this as the password.; Verify that the application accepts it and that you can log in with the exact same sequence of characters.; If the application uses email or other channels (like confirmation emails or logs) to echo the password (generally it shouldn’t echo passwords at all), check that these characters didn’t get garbled or replaced, as that could hint at encoding issues. Tools: Burp Suite, Charset Browser Extension Combo: Part of **Password Policy Pack** – you can combine this with the spaces test: e.g., try a long passphrase in Chinese with spaces, or an emoji plus normal characters. This way, one test covers length, unicode, and spaces altogether.","- **NIST SP 800-63B** – Recommends accepting Unicode characters in passwords (to accommodate all user choices):contentReference[oaicite:66]{index=66}.
- **OWASP Cheat Sheet** – Passwords: advise allowing all Unicode and handling normalization properly:contentReference[oaicite:67]{index=67} (to avoid authentication issues with different forms).","Applies to any system with passwords. N/A only if no passwords are in use. For systems targeting only English-speaking/internal audiences, sometimes Unicode might not be considered, but it still should be allowed; it’s a best practice rather than functional necessity in some contexts. If an embedded device or legacy system truly cannot handle it (rare in web apps), that’s a separate issue, not just N/A.","https://pages.nist.gov/800-63-3/sp800-63b.html","","2","FALSE",""
"Authentication Verification Requirements (V2)","General","Users should be able to change their passwords","FALSE","","","","2.1.5","The system provides a mechanism for authenticated users to change their password. This is a standard feature to allow password rotation (on user demand or if compromised). A secure implementation will require the user’s current password for confirmation and will update credentials securely.","Manual steps: Log in as a regular user. Navigate to the profile or account settings – confirm there is an option to change password.; If available, attempt to change the password: provide the current password and a new password. Verify that the change is successful and the new password works for next login.; Test that the current password is required: try the change while providing a wrong current password – it should be rejected (this checks V2.1.6 as well, current password verification). Tools: OWASP ZAP (Forced Browse), Postman/REST client Combo: The **Account Management Pack**: After testing login, proceed to test password change and then immediately test login with old vs new password to ensure the change took effect and old creds are invalid. Also ties in with testing session management (some apps log out all sessions after a password change).","- **OWASP ASVS 4.0** – V2.1.5: “Verify users can change their password.”:contentReference[oaicite:70]{index=70}.
- **OWASP WSTG** – Testing for Password Change: ensure functionality exists and isn’t weak (e.g., requires current password, etc.):contentReference[oaicite:71]{index=71}:contentReference[oaicite:72]{index=72}.","Nearly all apps with passwords should allow changes. Only N/A if accounts are very short-lived or non-user-maintained (for example, IoT devices with fixed creds – but that’s not a web app scenario typically). For a read-only account scenario (no user accounts at all, or third-party login only), this is N/A. Otherwise it’s expected.","https://owasp.org/www-project-application-security-verification-standard/; https://owasp.org/www-project-web-security-testing-guide/latest/4-Web_Application_Security_Testing/04-Authentication_Testing/09-Testing_for_Weak_Password_Change_or_Reset_Functionalities","","2","FALSE",""
"Authentication Verification Requirements (V2)","General","Password change functionality should require the old password","FALSE","","","","2.1.6","When changing a password, the user must provide their current password as confirmation. This prevents an attacker who somehow gains a user's session (but not their credentials) from changing the password without knowledge of the old one. It’s a safeguard against unauthorized password changes.","Manual steps: Go to the password change form. See if it asks for the current password (old password) along with the new password entries. If it only asks for a new password (and confirmation) but no field for the old password, that’s a red flag.; Even if the form has an old password field, test enforcement: input an incorrect current password and a valid new password – the application should reject this attempt.; If possible, test via alternate paths (e.g., mobile app or direct API call). Some APIs might allow password update by providing a token or just a session, without current password. Attempt to call the API without sending the old password or with a wrong one to see if it succeeds (which it shouldn’t). Tools: Intercepting Proxy (Burp/ZAP), Automation script using cURL/HTTP library Combo: Link this with the **Account Management Pack**: when testing password change, include a test where you omit or falsify the old password to ensure the check is in place. Also combine with session hijack testing: if you steal someone’s session, can you change their password? The old-password requirement should stop that unless the attacker also knows the current password.","- **OWASP ASVS 4.0.3** – V2.1.6: Ensure current password is needed for any password change:contentReference[oaicite:74]{index=74}.
- **OWASP WSTG** – Password Change Testing: highlights need for re-authentication (current password) during password change:contentReference[oaicite:75]{index=75}.","Applies if password change functionality exists (which it should in most cases; see previous item). If an app truly has no user-driven password change (e.g., accounts are managed externally), then this is N/A or covered by those external processes. But for any internal password change feature, it must be in scope.","https://owasp.org/www-project-web-security-testing-guide/latest/4-Web_Application_Security_Testing/04-Authentication_Testing/09-Testing_for_Weak_Password_Change_or_Reset_Functionalities; https://owasp.org/www-project-application-security-verification-standard/","","2","FALSE",""
"Authentication Verification Requirements (V2)","General","Passwords should be checked against breached passwords  list","FALSE","","","","2.1.7","The application should detect and disallow passwords known to be compromised or very common (often by using a breached password list like Have I Been Pwned). This prevents users from choosing passwords that attackers could guess easily from dictionaries of leaked credentials.","Manual steps: Attempt to set a known weak password that is likely in breach lists (e.g., ""Password123"", ""Winter2023!"", or something like ""qwerty""). The application should reject these with a message about password too common or breached.; Test a few from actual breach datasets (if possible). You can take some top 10 common passwords (""12345678"", ""welcome1"", etc.). Try to change a test account’s password to each. If they all go through without complaint, the breach check might not be in place.; If the app provides a strength meter or feedback, see if it flags these as “too weak” or explicitly says not allowed due to breach. Some apps silently reject with a generic error; others explicitly mention it's a common password – note what behavior you see. Tools: Have I Been Pwned (offline list), Burp Intruder Combo: Could integrate into a **Password Strength Pack**: after testing min/max and allowed chars, test a few extremely weak but valid-format passwords. It can be done in one flow if the application doesn’t lock you out: e.g., try changing password sequentially to 'Password1', then 'Password2!', etc., to see if any are blocked for being too common.","- **NIST SP 800-63B** – Advises screening passwords against known compromised lists:contentReference[oaicite:77]{index=77}:contentReference[oaicite:78]{index=78}.
- **OWASP Cheat Sheet** – Passwords: Use of blocklists (common passwords, leaked passwords) to improve security:contentReference[oaicite:79]{index=79}.","If users set their own passwords, this should be in effect. Only N/A if password choices are entirely system-generated or otherwise out of user control (e.g., OTP only systems). Even then, if users can ever choose a password, this applies. If an app is offline or in an environment where breached lists aren’t updated or available (e.g., classified network), they might not implement it, but still applicable theoretically.","https://pages.nist.gov/800-63-3/sp800-63b.html","","2","FALSE",""
"Authentication Verification Requirements (V2)","General","A password strength meter should be supplied","FALSE","","","","2.1.8","The user interface should provide feedback on password strength as users create or change passwords. A strength meter (often a visual bar or text indicator) helps users choose better passwords by estimating how guessable or complex their password is. It’s a defense-in-depth UX feature to encourage strong passwords.","Manual steps: Go to the password creation or change screen in the web app. As you type a new password, observe if any meter or feedback appears. For example, does a colored bar fill up or a label say 'Weak/Medium/Strong'?; Test a few scenarios: type 'abcd' – does the meter show very weak? Type a long complex passphrase – does it show strong? This checks if it’s functioning and somewhat accurate.; Confirm the meter updates in real time (many do as you type). If not immediate, maybe it appears on form submission (less ideal but sometimes a thing). Tools: Browser inspection, ZAP or Burp (Script) Combo: This could be part of a **User Experience Security Pack**: not purely security but if checking compliance with ASVS, you'd note presence of meter. It's often checked alongside other UI features like showing a caps-lock warning or two-factor enrollment prompts. However, it's more of a standalone check – ensure the meter exists and is helpful.","- **OWASP ASVS 4.0** – V2.1.8: Recommends providing a password strength meter to assist users:contentReference[oaicite:81]{index=81} (mapping via OpenCRE indicated WSTG-ATHN-07 covers this):contentReference[oaicite:82]{index=82}.
- **NIST 800-63B (Informative)** – Suggests giving guidance like a strength meter to users as they choose secrets:contentReference[oaicite:83]{index=83}.","Applicable to any user-facing password set/change interface. Not applicable if users never choose passwords (like completely federated login). If an API-only system with no UI, you obviously can't have a meter, so that’s effectively N/A in context (though their clients could implement one).","https://pages.nist.gov/800-63-3/sp800-63b.html; https://www.opencre.org","","2","FALSE",""
"Authentication Verification Requirements (V2)","General","No password complexity rules should be enforced","FALSE","","","","2.1.9","The application should avoid arbitrary complexity requirements (like “must include an uppercase, a number, and a symbol”). Modern guidance (NIST, OWASP) says these rules don’t necessarily improve security and often frustrate users. Instead of complexity rules, the focus should be on length and not using known-bad passwords. So this item means that the system should not *force* a mix of character types beyond what is needed.","Manual steps: Review the password policy as stated in the UI or requirements. If it says something like “Password must have 1 uppercase, 1 number, 1 special char”, that indicates complexity rules *are* enforced (which is a fail for this requirement).; Try setting a password that is otherwise strong but maybe missing one of the traditional requirements. For example, all lower-case 15-character password (which is actually fine per new standards). If the system rejects it saying “must include uppercase”, then it is enforcing complexity rules.; Conversely, try a simple password that meets complexity format (e.g., ""Password1!""). See if the system accepts it (it might, if only format is checked and not actual strength). That combination being accepted while a long simpler phrase was rejected confirms they favor complexity rules over true strength. Tools: Policy documentation review, Automated wordlist test Combo: This is somewhat the inverse of some earlier tests – included in **Password Policy Pack** as a verification that a passphrase like ""correct horse battery staple"" (which has no uppercase or digits) is accepted because it’s long, for example. If it’s rejected for not having a number, that flags an issue.","- **NIST SP 800-63B** – Explicitly recommends against composition rules (requiring specific character types):contentReference[oaicite:84]{index=84}:contentReference[oaicite:85]{index=85}.
- **OWASP ASVS** – V2.1.9: Ensures no obsolete complexity policy (like forcing symbol/number) is in place, aligning with NIST.","If users set passwords, this applies. Mark N/A only if password setting is out of scope (no local passwords). If the application does have complexity rules, that’s a finding (non-compliance with this item), not a reason to skip it. So basically always applicable unless no passwords in use.","https://pages.nist.gov/800-63-3/sp800-63b.html","","2","FALSE",""
"Authentication Verification Requirements (V2)","General","No periodic password rotation or history requirements should be enforced","FALSE","","","","2.1.10","Users should not be forced to change passwords regularly (e.g., every 90 days) absent a reason, and the system should not require remembering a large history of old passwords. Modern best practice says periodic password expiration often harms security (users choose weaker variants). Instead, focus on other controls (breach detection, MFA). So this requirement means the app should not implement mandatory periodic rotations or overly strict password history reuse rules.","Manual steps: Identify if the application has an expiration policy: this might be in the security settings or terms. Sometimes during initial login or in user profile it might say 'Password expires in X days'. If testable, create a user and see if there's any indication of expiration (often not easily testable in short-term).; If you have admin access or config access in a test environment, check if password expiration settings are turned on. Otherwise, it’s likely a policy question: ask the devs or read documentation.; For password history, attempt to reuse an old password when changing: e.g., change password from A to B, then later try changing back to A. If the system says 'you cannot reuse recent passwords', that indicates a history enforcement. ASVS discourages forcing a long history. A short history (like disallow immediate reuse of last password) might be okay in practice, but ASVS ideally says not to enforce history at all, aside from not reusing the current one. Tools: Application admin panel or config dump, Interview/QA Combo: This often comes up in a **Policy Review Pack** rather than active exploit pack. It pairs with the complexity rule check because both are about modern password policy. You could combine them in reporting: e.g., 'The application enforces periodic expiry and complexity, which is against modern best practices.'","- **NIST SP 800-63B** – Clearly states not to require periodic password changes without evidence of compromise:contentReference[oaicite:87]{index=87}:contentReference[oaicite:88]{index=88}.
- **OWASP ASVS** – V2.1.10 aligns with NIST that periodic expiry policies are discouraged (only enforce change if breach suspected).","If the application has user passwords, this is applicable. It's a policy that either exists or not. Mark N/A only if password expiration is not applicable (again, in passwordless scenarios or external auth where rotation isn't controlled by the app). If the app does have a rotation policy, that's a finding (non-compliance with this item).","https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/04-Authentication_Testing/07-Testing_for_Weak_Password_Policy; https://pages.nist.gov/800-63-3/sp800-63b.html","","2","FALSE",""
"Authentication Verification Requirements (V2)","General","Pasting into password prompts should not be blocked","FALSE","","","","2.1.11","Users should be allowed to paste passwords into login forms. Blocking paste is a misguided practice that aims to prevent copy-paste of passwords (perhaps thinking it stops certain attacks), but in reality it hinders the use of password managers and encourages weaker passwords. So the application should not disable paste in password fields.","Manual steps: On the login page (or any password input), try copying a password and pasting it into the field. If paste is blocked, either nothing will happen or perhaps an alert will show. Some sites use JavaScript to prevent paste events.; If paste is blocked, open browser dev tools and inspect the input element: look for attributes like `onpaste=""return false""` or scripts that attach an event handler to prevent pasting. That confirms an intentional block.; Test multiple browsers if you suspect it: occasionally one browser might enforce it differently (but usually it's a simple JS that affects all). Tools: Browser Developer Tools, Automation (Selenium) Combo: This can be part of a **Password UX Pack** alongside checking for strength meter and show/hide functionality. It’s all about ensuring the app is user-friendly for secure password practices. Not a vulnerability exploitation, but an important checklist item.","- **NIST SP 800-63B** – Encourages allowing paste for passwords to facilitate use of password managers:contentReference[oaicite:90]{index=90}.
- **OWASP Cheat Sheet** – Password usability: don’t prevent paste (it's user-hostile and doesn’t improve security):contentReference[oaicite:91]{index=91}.","Any web application login or password field. N/A only if there literally are no password inputs (e.g., passwordless only). For most apps, this is applicable and should be adhered to.","https://pages.nist.gov/800-63-3/sp800-63b.html","","2","FALSE",""
"Authentication Verification Requirements (V2)","General","Users should be able to view their masked password temporarily when entering it","FALSE","","","","2.1.12","The login or password entry form should offer a 'show password' option (often a little eye icon) to let users verify what they typed. This reduces errors and frustration, helping usability without significantly harming security (especially if it’s a momentary toggle). ASVS recommends this feature to improve user experience and reduce login failures.","Manual steps: On any page where you enter a password (login, registration, change, etc.), look for a 'show password' icon (often a little eye or checkbox 'Show Password').; If it exists, click it while typing to ensure it actually reveals the password characters. Confirm that when you release or toggle off, it goes back to masked (• bullets).; If no such option exists, then this requirement is not met. Note the absence. Tools: Visual Inspection, Browser dev tools Combo: Combine this check with the earlier **Password UX Pack** (paste allowed, strength meter, etc.). It’s all part of evaluating the user-friendliness of the authentication interface.","- **NIST SP 800-63B** – Allows display of entered password characters briefly or on toggle to aid user entry:contentReference[oaicite:92]{index=92}.
- **UX Guidelines** (Microsoft/Google) – Commonly endorse show/hide password feature for better usability (though not an OWASP doc, it’s industry practice). ASVS reflects this as a requirement.","Any app with a password field on screen. If there's no UI (like pure API), then N/A because there's nothing to 'show'. If password entry is in scope (which for web apps it is), then this should be in place.","https://pages.nist.gov/800-63-3/sp800-63b.html","","2","FALSE",""
